,label,text,osp
4615,shame,"I had called a boy who had dated me, and told him that I was ill, while, actually, I didn't want to go out with him, later on, he asked me if I was feeling better, then I felt ashamed.",1
4616,fear,"A Maori language oral test, yeaterday - Although I had studied intensely - once in the examiners room ""I blew it"" -  I was so nervous I couldn't reply easily - It was very important, but I got only blankness.",0
4617,joy,I felt happy when I learnt that I had qualified for the grade eight.,0
4618,fear,"One evening I stayed at home all alone. As we lived on the ground floor, I was often afraid of burglers.",1
4619,anger,"When, after drinking a glass of water, I found a cockroach walking out of the glass.",0
4620,fear,"I was driving my car and it was very misty. It was in the night and I was alone in my car. I felt totally insecure, nervous and overstrained.",1
4621,disgust,"During the week-end at home, my mother fries greasy and unhealthy meat dishes which make me feel sick.",1
4622,fear,"Lost my purse, the money in the purse belonged to my parents.",1
4623,disgust,In Ward 1A was an epileptic patient who was burnt the whole body and was stinking very much such that the whole ward was affected. Few people could come near him.,1
4624,anger,"Going away for the weekend, leaving my College room open - when I returned several friends had had a party there, leaving the mess.",1
4625,disgust,"I had a discussion with my wife about an over-weight acquaintance of our's, about her eating habits and the scars caused by her pregnancy.",2
4626,disgust,"When I saw the film ""Memorie of Prison"" I saw a scene of masturbation of a man in the hold of a ship apart form fact that the film wasn't pleasant I had a leg of coconut candies in my hands.",0
4627,disgust,Saw someone acting in a false manner in public.,1
4628,anger,"I wanted to see a friend, I had been looking forward to it and had certain expectations, but he did not pay any attention to me, played cards with other people.",1
4629,sadness,I was told that a friend of mine was going to Mexico for good.,0
4630,shame,"I felt ashamed when a friend, I had always respected, insulted me in public.  He was drunk.",0
4631,sadness,"I was alone in my parents' house, having made plans to spend the afternoon with a lover (plans which the lover cancelled), watching a movie and considering my life and circumstances - pressures of examinations in particular.",0
4632,guilt,A sense of guilt before my parents when I had to discountinue my studies in the first year because of unpassed exams.,1
4633,disgust,I had been forced to get together with strange and disgusting classmates.  The things they talked about disgusted me and made me feel ill at ease.  I knew that I would feel unhappy if I stayed there but I was defeated by the social norms.,1
4634,fear,"When I did not get admission in M.Sc after my B.Sc, I felt really bad.  When I started my journey to Bombay, after having accepted my uncle's offer to come to Bombay, I was afraid, wondering if I  would succeed or not. ",1
4635,guilt,"When I was a little girl about eight years old I broke the bey from a closed. Mother asked who did it. I said that it wasn't me, as I almost never lied, and my brother did it more frequently in spite my brother denieing it my mother gave him a few slaps.",1
4636,sadness,When I realized that I did not have the basic things needed by a student like me.,1
4637,joy,When in an economic crisis I got an unexpected sum of money.,1
4638,anger,I get angry with my brothers and sisters when they do something that I do not like.  They know this and still do it so as to tease me.,1
4639,anger,"A girl whom I trusted and with whom I had shared personal, confidential matters twisted the facts and told it to a common friend of ours.  When this common friend told me the version my friend had told her, I was angry.",0
4640,fear,Fighting with class mates in Highschool.,0
4641,disgust,I don't remember about a situation when I have experienced this feeling. Maybe it was when I saw a drunkard in the street.,0
4642,disgust,When someone makes advances that one does not want.,1
4643,anger,I visited a special education school. The headmaster applied a policy of strict positive - negative reinforcement to the children involved. Children who measured up to his standards were made a fuss of - children who didn't were ignored.,1
4644,disgust,My husband falls ill and does not follow the doctor's advice on the treatment or the diet control.,1
4645,shame,Being caught in changing the truth (lying).,0
4646,anger,I was once this week angry when soemone trying to compress my mind due to his nonsense speech which himself could not tolerate at all.,1
4647,guilt,When I was parking my car I was not cautious and bumped into another car. I caused considerable damage. The driver of the other car was very angry and I let him insult me because I felt guilty.,1
4648,sadness,"Discovering that Lillehammer provided no musical environment that suits my taste, even though I had been told so.",0
