,label,text,osp
3779,disgust,"When an employer of my younger sister (17 yrs) made a ""pass"" at her.",2
3780,anger,When my colleague spat on my face after a quarrel.,1
3781,guilt,"That evening when I opened the songbook while I was singing the song ""Those were the days"" that guilt feeling became stronger.  The lyrics described well - I was really wrong.  The wish that I had made was really bad. If she were with me I would really be happy and we would play happily together like the days in secondary school and she would not be disappointed and gloomy because of me.",2
3782,joy,When I was selected to start Form I at Malosa Secondary school.,2
3783,fear,"When I had left my home, my father, under false pretences, got me in his car and drove home where we were all alone. He was seethed with rage because I withrew from his authority. He hit me, kicked me and threatened me.",1
3784,anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful.",1
3785,shame,I ride my motorbike in my village and everyone stares at me as if I was a rare specimen.,2
3786,anger,When I see how people around me pass by certain unjustice because of indifference or cowardice.,1
3787,sadness,"The time I lost a badminton match, that I should have won at the Zambia closed badminton championships.",2
3788,fear,When I was a child I hid under the sheets out of fear of darkness.,1
3789,sadness,When I see children on T.V from areas devastated by drought and war.,2
3790,sadness,"When I lost my father on the 25th of September,1970.  He died of a sore on the leg.",1
3791,fear,"I was testing my new roller skates in the street, suddenly a dog ran barking in my direction, very threatening. I was very startled and terribly upset.",1
3792,guilt,I got up late and I could not go to my lessons on time.  When I entered the class room the stare of the teacher and my classmates made me feel guilty.,2
3793,anger,"When others let me down, fail to keep agreements.",1
3794,joy,When I got my results - I had passed the form III exams.  I had not expected to do so well.,1
3795,fear,An hour before receiving the certificate results I was very frightened.  When I saw others crying I felt very tense and as time went by my fear grew.,2
3796,fear,"When I had to travel alone, unescorted for the first time.     It was an over-night journey by train to a distant place.",0
3797,guilt,"When I forgot to take out money for my mother. She asked me what she would do, because I had messed up her program for the following day.",2
3798,fear,A friend gave me a lift and we met a road-block.  He tried  to turn back when an officer shouted at us to stop.  My friend took a turn suddenly and the officer raised his gun but by the time we were gone.,2
3799,anger,Some foreign students playing loud music before the biology examn.,1
3800,guilt,I made an appointment to pick up someone. However I arrived too late and she had to wait a quarter of an hour.,2
3801,anger,I got angry when I learned how short a time we had to prepare for the term examinations.,1
3802,disgust,Talking to someone I disliked.,1
3803,anger,Misunderstood by friends.,0
3804,guilt,"When I forgot to cook something that my mother had told me to, and at supper time the food that I was supposed to have prepared was not there.",1
3805,anger,Someone told me we are not as good as the All English Class.,2
3806,guilt,I said nasty things which I did not mean to a friend.,1
3807,shame,One day I got on the bus without any money or season ticket and the driver threw me out.,0
3808,joy,"I had a quarrel with my fiancT. When he admitted his fault, everything was allright. It was then for the first time that he surprised me with coffee and cake and a bunch of flowers.",2
3809,anger,"Recently a good friend only called me when he needed something. He never said ""please"" or ""thank you"" or any other kind word.",2
3810,disgust,Finding that a girlfriend of mine was a prostitute and had been seeing many others during our relationship.,1
3811,fear,During a football game I made an offence towards an acquaintance. Later on this acquaintance also tackeled me and the game became very rude.,0
3812,fear,"While he was drunk, my life partner tried to hit me.  I felt scared and fled to the bathroom.",2
3813,fear,When I go out alone at night.,2
3814,guilt,"One day my mother forced me to eat more and I refused, the next day she served me more rice and mutton pieces than usual.  When I saw this I got very angry and scolded her, and refused to eat.  Later I felt guilty and asked her to excuse me.",1
3815,joy,When I attended my cousin's 31st birthday.,2
3816,joy,Got through first semester University.,0
3817,fear,My 80 year old grandfather underwent three successive operations during a single year.  The third operation was risky and I was scared that he would die and feared that my grandmother would be very sad.,1
3818,guilt,"With a group of handicapped people we went to a party. When we wanted to leave we were not able to find one of these people. I had told his mother that we would leave at 4.30 p.m., actually it was planned for 3.30 p.m. Therefore there was a delay.",1
3819,guilt,I lied to one of my best friends.,0
3820,joy,Family member survived an operation.,2
